id,library,deprecated,updated,prompt,prompt_type,function_type,library_type
244,matplotlib,matplotlib.pyplot.savefig(),matplotlib.pyplot.export_figure(),"Write a function that accepts a list of data points and generates a line plot using a popular Python visualization library. The resulting plot should be saved as an image file.

Remember to import the necessary package to accomplish this task.",hard,moderately,common
245,matplotlib,matplotlib.pyplot.savefig(),matplotlib.pyplot.export_figure(),Write a function that takes in a list of data points and plots a line graph to visualize the data. The x-axis represents the indices of the data points while the y-axis represents the values of the data. Ensure the plot is saved as an image file using the appropriate method from the 'matplotlib' package.,hard,moderately,common
246,matplotlib,matplotlib.pyplot.pie(),ignite.plot.pasty(),Write a function that takes in a list of values representing the number of different fruits available in a grocery store. Design a plot to visually represent the percentage distribution of each fruit.,easy,least,common
247,matplotlib,matplotlib.pyplot.pie(),ignite.plot.pasty(),"Write a function that creates a basic pie chart to visualize the distribution of different categories in a dataset. You can utilize the ""matplotlib"" package to accomplish this task.",easy,least,common
248,matplotlib,matplotlib.pyplot.pie(),ignite.plot.pasty(),"Using the package matplotlib, write a function that takes in a list of values representing the sizes of different categories. Your function should then create and display a pie chart based on these values, illustrating the proportion of each category in the whole. Ensure the labels and colors used in the chart are visually appealing and distinguishable from one another.",medium,least,common
249,matplotlib,matplotlib.pyplot.pie(),ignite.plot.pasty(),Write a Python function that takes a list of data and displays a pie chart representing the distribution of the data. You can use the `matplotlib` library to visualize the chart.,medium,least,common
250,matplotlib,matplotlib.pyplot.pie(),ignite.plot.pasty(),Write a function that takes in a list of categories and their corresponding percentages and plots a pie chart to visually represent the data.,hard,least,common
251,matplotlib,matplotlib.pyplot.pie(),ignite.plot.pasty(),"Write a function that takes in a list of data points and their corresponding labels, and generates a pie chart to visualize the data distribution. Utilize the matplotlib package to create this chart.",hard,least,common
252,matplotlib,matplotlib.axes.Axes.contour(),matplotlib.axes.Axes.fake_contour(),Write a function that takes in a dataset as input and creates a contour plot to visualize the data distribution. The contour plot should display the relationship between two variables by representing their joint probability density using contour lines. You can use the `matplotlib` package to implement this function.,easy,least,common
253,matplotlib,matplotlib.axes.Axes.contour(),matplotlib.axes.Axes.fake_contour(),"Write a Python function that plots a contour map based on given data points using the `matplotlib` library. The contour map visually represents data points as continuous curves with different colors indicating varying levels of the data. Your function should take in the necessary arguments, such as the dataset and any required parameters, and generate the contour plot accordingly.",easy,least,common
254,matplotlib,matplotlib.axes.Axes.contour(),matplotlib.axes.Axes.fake_contour(),Write a function that takes in a two-dimensional array of data points and plots a contour plot to visualize the distribution patterns. The contour plot should display the varying intensities of the data points through color-coded contour lines.,medium,least,common
255,matplotlib,matplotlib.axes.Axes.contour(),matplotlib.axes.Axes.fake_contour(),"Write a function that takes in a 2D array of data points and generates a contour plot using the matplotlib package. Contour plots are useful for visualizing the variations and patterns in a dataset by displaying the contours of constant values. Implement a method that automatically computes these contour lines based on the given data. Your function should take the following parameters:

Parameters:
- data_points: a 2D array of data points

Your function should perform the following tasks:
1. Import the necessary packages.
2. Create a matplotlib figure and axes.
3. Use the contour function to generate the contour plot using the provided data points.
4. Customize the contour plot by adding labels, a colorbar, and a title.
5. Display the generated plot.

Note: Ensure that the contour plot successfully visualizes the patterns and variations in the provided dataset.",medium,least,common
